,Symbol,Count,Count_Long,Count_Short,win,win_long,win_short,PnL_ratio_mean,PnL_ratio_long_mean,PnL_ratio_short_mean,TP_Touches,TP_Touches_long,TP_Touches_short,Len_of_traded_days
89,MHK,17,6,11,0.5882352941176471,0.6666666666666666,0.5454545454545454,0.005714044081505552,0.010405578073774183,0.0031550255402681164,0.0,0.0,0.0,9
90,RL,7,3,4,0.14285714285714285,0.3333333333333333,0.0,-0.02148727864464645,-0.014657003141360979,-0.026609985272110552,0.0,0.0,0.0,6
91,OGN,32,16,16,0.5,0.4375,0.5625,-0.003161143050862302,-0.003493516212213445,-0.0028287698895111658,0.0,0.0,0.0,29
92,ZION,57,30,27,0.5964912280701754,0.6,0.5925925925925926,0.012167328144033068,0.01139327895731912,0.013027382795937457,0.0,0.0,0.0,46
93,CHRW,18,9,9,0.5,0.6666666666666666,0.3333333333333333,0.0037811080922162746,0.006346498607125469,0.0012157175773070815,0.0,0.0,0.0,15
94,AAP,51,38,13,0.35294117647058826,0.3157894736842105,0.46153846153846156,-0.019468750148659085,-0.02094705265845601,-0.015147558196944987,0.0,0.0,0.0,46
95,LNC,19,14,5,0.5263157894736842,0.5714285714285714,0.4,-0.003425412867774672,-0.0007851032312005632,-0.010818279850182183,0.0,0.0,0.0,6
96,NWL,2,1,1,0.5,0.0,1.0,-0.036533966355270384,-0.07652627814997259,0.003458345439431827,0.0,0.0,0.0,1
97,NWS,9,6,3,0.3333333333333333,0.5,0.0,-0.0028482705820145216,0.01629397335263177,-0.0411327584513071,0.0,0.0,0.0,3
98,FTRE,56,39,17,0.5178571428571429,0.5641025641025641,0.4117647058823529,0.004170452739279218,0.005655313875630249,0.0007640066029445063,0.0,0.0,0.0,27
99,PHIN,18,12,6,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.02526312750757467,0.03400484604124972,0.007779690440224564,0.0,0.0,0.0,6
100,CVS,25,20,5,0.44,0.5,0.2,-0.013486343122092626,-0.004259879528322732,-0.050392197497172185,0.0,0.0,0.0,23
101,BMY,5,4,1,0.2,0.0,1.0,-0.008440833711318022,-0.019860475706433758,0.03723773426914492,0.0,0.0,0.0,5
102,GILD,14,6,8,0.5714285714285714,0.5,0.625,0.002640173998401894,-0.0002308988064918852,0.0047934786020722275,0.0,0.0,0.0,14
103,NEE,16,13,3,0.25,0.23076923076923078,0.3333333333333333,-0.026391914395490847,-0.03134983754911194,-0.004907580729799414,0.0,0.0,0.0,12
104,BKNG,4,2,2,0.25,0.5,0.0,-0.012421955821520126,-0.011883907853845185,-0.012960003789195066,0.0,0.0,0.0,4
105,SBUX,18,9,9,0.5,0.4444444444444444,0.5555555555555556,0.002077549522561717,-0.005484621622833238,0.009639720667956668,0.0,0.0,0.0,18
106,CI,20,11,9,0.4,0.45454545454545453,0.3333333333333333,0.0008142886607997656,-0.0006990083401650139,0.002663873884201162,0.0,0.0,0.0,19
107,AMT,7,4,3,0.5714285714285714,0.5,0.6666666666666666,-0.009938680051492675,-0.022831245170632185,0.007251406774026674,0.0,0.0,0.0,6
108,USB,4,1,3,0.75,1.0,0.6666666666666666,0.05538032689366102,0.006127835385008028,0.07179782406321202,0.0,0.0,0.0,2
109,QCOM,10,7,3,0.6,0.42857142857142855,1.0,0.012338228078322628,-0.001116019851649351,0.04373147324825724,0.0,0.0,0.0,9
110,AXP,7,2,5,0.42857142857142855,0.5,0.4,0.00011665071298574374,0.006798225198461266,-0.0025559790812044645,0.0,0.0,0.0,4
111,GE,10,0,10,0.6,,0.6,0.004340879120004343,,0.004340879120004343,0.0,,0.0,8
112,LMT,9,1,8,0.3333333333333333,1.0,0.25,-0.005907125015653473,0.0018366756725561695,-0.006875100101679677,0.0,0.0,0.0,8
113,DUK,1,1,0,1.0,1.0,,0.03769880021165479,0.03769880021165479,,0.0,0.0,,1
114,BIIB,5,2,3,0.6,0.5,0.6666666666666666,-0.003090914374257126,-0.0045564023677423515,-0.0021139223786003102,0.0,0.0,0.0,4
115,BDX,5,3,2,0.6,1.0,0.0,-0.00535844682504883,0.0055433049922111585,-0.021711074550938812,0.0,0.0,0.0,4
116,MDLZ,4,2,2,0.5,0.5,0.5,-0.00855428223236358,-0.011357229170831378,-0.0057513352938957825,0.0,0.0,0.0,4
117,CB,4,1,3,0.5,0.0,0.6666666666666666,0.00509497399958737,-0.01278871022470484,0.011056202074351441,0.0,0.0,0.0,4
118,GS,5,0,5,0.6,,0.6,0.0053701090574774695,,0.0053701090574774695,0.0,,0.0,5
119,ADP,1,1,0,1.0,1.0,,0.004835676092837097,0.004835676092837097,,0.0,0.0,,1
120,TJX,12,3,9,0.3333333333333333,0.3333333333333333,0.3333333333333333,-0.0026680287273122016,-0.001070769853774962,-0.003200448351824615,0.0,0.0,0.0,12
121,WBA,37,27,10,0.4864864864864865,0.4074074074074074,0.7,-0.00047068911096914435,-0.012467661692530722,0.03192113685924712,0.0,0.0,0.0,36
122,PNC,6,5,1,0.6666666666666666,0.6,1.0,0.027496672898135937,0.025445706424635763,0.037751505265636816,0.0,0.0,0.0,1
123,ISRG,29,6,23,0.4482758620689655,0.5,0.43478260869565216,-0.008167949087200886,0.00548208091818479,-0.011728826479910194,0.0,0.0,0.0,19
124,MS,6,2,4,0.5,0.5,0.5,-0.010459041371065842,-0.021778384217073177,-0.004799369948062173,0.0,0.0,0.0,6
125,EOG,1,1,0,1.0,1.0,,0.013481647156071716,0.013481647156071716,,0.0,0.0,,0
126,SPG,1,1,0,0.0,0.0,,-0.0015681473891555112,-0.0015681473891555112,,0.0,0.0,,1
127,CHTR,33,22,11,0.5757575757575758,0.5909090909090909,0.5454545454545454,0.002490884949551975,0.0070589017227787095,-0.00664514859690149,0.0,0.0,0.0,26
128,SLB,12,5,7,0.16666666666666666,0.4,0.0,-0.02819762235860399,-0.002788670026344908,-0.04634687402450333,0.0,0.0,0.0,5
129,CSX,2,2,0,1.0,1.0,,0.02964585184932788,0.02964585184932788,,0.0,0.0,,2
130,SCHW,35,25,10,0.5142857142857142,0.48,0.6,-0.004813498628238109,-0.008326527511060418,0.003969073578817661,0.0,0.0,0.0,25
131,D,9,7,2,0.5555555555555556,0.5714285714285714,0.5,-0.000579303952100936,-0.005958707248101547,0.018248607583901184,0.0,0.0,0.0,7
132,SYK,5,2,3,0.2,0.5,0.0,-0.005046108451680917,0.00955317252490382,-0.014778962436070742,0.0,0.0,0.0,5
133,MAR,2,2,0,0.0,0.0,,-0.03447496189462929,-0.03447496189462929,,0.0,0.0,,2
134,TT,3,0,3,0.6666666666666666,,0.6666666666666666,-0.0013830198046848082,,-0.0013830198046848082,0.0,,0.0,3
135,EMR,9,6,3,0.2222222222222222,0.3333333333333333,0.0,-0.01658747883400892,-0.012817194381576955,-0.024128047738872848,0.0,0.0,0.0,3
136,NSC,5,3,2,0.6,0.6666666666666666,0.5,0.009500670849664402,0.009549377505904904,0.009427610865303651,0.0,0.0,0.0,5
137,CCI,5,1,4,0.2,1.0,0.0,-0.0377936077371086,0.00159419951547538,-0.047640559550254605,0.0,0.0,0.0,5
138,HCA,18,9,9,0.3888888888888889,0.3333333333333333,0.4444444444444444,-0.0057356990041443475,-0.005082328192725408,-0.006389069815563285,0.0,0.0,0.0,14
139,WELL,6,3,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,-0.011276368154972795,-0.017777696794639974,-0.0047750395153056185,0.0,0.0,0.0,3
140,ECL,2,1,1,0.5,0.0,1.0,-0.0010975742832806269,-0.031422747257549136,0.029227598690987882,0.0,0.0,0.0,2
141,PCAR,8,5,3,0.375,0.4,0.3333333333333333,-0.010634356172130936,-0.012389081439910892,-0.007709814059164336,0.0,0.0,0.0,6
142,CTAS,8,0,8,0.75,,0.75,0.01343393685234048,,0.01343393685234048,0.0,,0.0,8
143,ADSK,32,15,17,0.5625,0.6666666666666666,0.47058823529411764,0.0037006741111444224,0.014594818388859987,-0.00591180613389872,0.0,0.0,0.0,27
144,AZO,8,7,1,0.625,0.5714285714285714,1.0,0.01215268659476329,0.008759583024404305,0.03590441158727617,0.0,0.0,0.0,8
145,NEM,43,23,20,0.5348837209302325,0.5652173913043478,0.5,-0.0007279895468639033,0.0011941336638744632,-0.0029384312392130244,0.0,0.0,0.0,28
146,AIG,1,1,0,1.0,1.0,,0.03720281514200054,0.03720281514200054,,0.0,0.0,,1
147,MCHP,9,4,5,0.3333333333333333,0.5,0.2,-0.013365476169124068,0.016430637169661085,-0.03720236684015219,0.0,0.0,0.0,4
148,DXCM,62,22,40,0.46774193548387094,0.4090909090909091,0.5,-0.0029204423205113784,-0.0027052833009149966,-0.0030387797812893914,0.0,0.0,0.0,47
149,ROST,20,2,18,0.4,0.0,0.4444444444444444,-0.004549935443734592,-0.03154145588858178,-0.0015508776165293464,0.0,0.0,0.0,15
150,AFL,3,0,3,0.0,,0.0,-0.020672584483532288,,-0.020672584483532288,0.0,,0.0,3
151,VLO,26,12,14,0.4230769230769231,0.4166666666666667,0.42857142857142855,-0.005146724298122159,-0.008613869539924978,-0.002174885519434029,0.0,0.0,0.0,23
152,CARR,7,3,4,0.2857142857142857,0.3333333333333333,0.25,-0.020151153895438128,-0.009070969047566138,-0.028461292531342122,0.0,0.0,0.0,7
153,GM,19,7,12,0.47368421052631576,0.42857142857142855,0.5,-0.004867491268227578,-0.000950294740474131,-0.007152522576083756,0.0,0.0,0.0,16
154,TFC,14,9,5,0.2857142857142857,0.3333333333333333,0.2,-0.03800080891680708,-0.04147750561076136,-0.03174275486768936,0.0,0.0,0.0,6
155,CPRT,2,1,1,1.0,1.0,1.0,0.004829255712229933,0.006062021883000345,0.0035964895414595218,0.0,0.0,0.0,2
156,COF,13,6,7,0.38461538461538464,0.5,0.2857142857142857,0.00804669554634144,0.041236624893089054,-0.020401815322299375,0.0,0.0,0.0,8
157,PSA,3,3,0,0.3333333333333333,0.3333333333333333,,-0.022630832703353948,-0.022630832703353948,,0.0,0.0,,3
158,DLR,8,4,4,0.5,0.5,0.5,-0.0024584857780842436,-0.0014842672580514188,-0.0034327042981170666,0.0,0.0,0.0,5
159,KMB,1,0,1,0.0,,0.0,-0.031422751705740444,,-0.031422751705740444,0.0,,0.0,1
160,MSCI,8,4,4,0.25,0.25,0.25,0.0009726308508860859,0.0029644742629212815,-0.00101921256114911,0.0,0.0,0.0,8
161,TRV,14,8,6,0.5714285714285714,0.625,0.5,0.006206206659250315,0.008211059277336938,0.0035330698351348174,0.0,0.0,0.0,14
162,EW,20,15,5,0.55,0.4666666666666667,0.8,0.0029406680097020543,-0.0025742731174875117,0.01948549139127075,0.0,0.0,0.0,15
163,F,13,9,4,0.38461538461538464,0.2222222222222222,0.75,-0.0021084715437937438,-0.007361609804295686,0.009711089542335622,0.0,0.0,0.0,11
164,TEL,1,0,1,1.0,,1.0,0.0034398185043462135,,0.0034398185043462135,0.0,,0.0,1
165,MNST,3,2,1,0.6666666666666666,0.5,1.0,0.010976505902525134,0.0068355995076999345,0.01925831869217553,0.0,0.0,0.0,3
166,OKE,5,5,0,0.4,0.4,,0.0025551230783880724,0.0025551230783880724,,0.0,0.0,,5
167,CNC,21,10,11,0.42857142857142855,0.6,0.2727272727272727,-0.003895166233060538,-0.0009308977078881849,-0.0065899558013990415,0.0,0.0,0.0,20
168,MET,1,1,0,1.0,1.0,,0.010338768106523578,0.010338768106523578,,0.0,0.0,,1
169,ADM,11,8,3,0.5454545454545454,0.75,0.0,-0.009782276167220294,-0.00033560370598015375,-0.03497340273052734,0.0,0.0,0.0,9
170,IDXX,2,0,2,0.5,,0.5,-0.007470320589967397,,-0.007470320589967397,0.0,,0.0,2
171,DHI,14,6,8,0.42857142857142855,0.5,0.375,-0.006162925065299523,-0.0036578973422763685,-0.00804169585756689,0.0,0.0,0.0,13
172,PAYX,7,6,1,0.5714285714285714,0.6666666666666666,0.0,-0.0014198230692942066,0.004710016755902626,-0.0381988620204752,0.0,0.0,0.0,7
173,IQV,2,1,1,0.5,0.0,1.0,0.012444513169389434,-0.0015392300307718024,0.02642825636955067,0.0,0.0,0.0,2
174,OXY,6,6,0,0.5,0.5,,0.001037021343568625,0.001037021343568625,,0.0,0.0,,1
175,STZ,2,1,1,0.5,1.0,0.0,0.010030478721043661,0.03339170299615905,-0.013330745554071731,0.0,0.0,0.0,1
176,HES,7,6,1,0.14285714285714285,0.16666666666666666,0.0,-0.012191313661797556,-0.010897108257501972,-0.019956546087571064,0.0,0.0,0.0,3
177,EXC,6,6,0,0.6666666666666666,0.6666666666666666,,0.002054421115215862,0.002054421115215862,,0.0,0.0,,6
178,O,1,1,0,1.0,1.0,,0.04396951744854535,0.04396951744854535,,0.0,0.0,,1
179,CEG,31,11,20,0.5806451612903226,0.45454545454545453,0.65,-0.007792724200298056,-0.021830501729739063,-7.194655910549747e-05,0.0,0.0,0.0,31
180,A,18,11,7,0.2777777777777778,0.36363636363636365,0.14285714285714285,-0.009518354960320828,-0.004817722763151656,-0.016905062698729528,0.0,0.0,0.0,17
181,BK,5,5,0,0.4,0.4,,0.010168339393925436,0.010168339393925436,,0.0,0.0,,5
182,GIS,22,15,7,0.45454545454545453,0.4,0.5714285714285714,-0.0010144829410838245,-0.0025769799731382038,0.0023337249847469876,0.0,0.0,0.0,20
183,LHX,7,2,5,0.5714285714285714,0.5,0.6,0.005951936217772782,-0.009686246901925344,0.012207209465652033,0.0,0.0,0.0,6
184,SYY,1,0,1,0.0,,0.0,-0.002993985417159373,,-0.002993985417159373,0.0,,0.0,1
185,DOW,1,1,0,1.0,1.0,,0.01978508556606849,0.01978508556606849,,0.0,0.0,,1
186,JCI,12,10,2,0.5,0.5,0.5,0.001187232159143226,0.0015363101416498138,-0.0005581577533897118,0.0,0.0,0.0,12
187,AMP,1,1,0,1.0,1.0,,0.01035231801351001,0.01035231801351001,,0.0,0.0,,1
188,PCG,8,7,1,0.5,0.42857142857142855,1.0,0.011976597240396734,0.006348051560311105,0.05137641700099613,0.0,0.0,0.0,6
189,ODFL,8,4,4,0.625,0.75,0.5,0.005459895285597139,0.006349626628706023,0.004570163942488256,0.0,0.0,0.0,8
190,AME,1,1,0,1.0,1.0,,0.03480048776706579,0.03480048776706579,,0.0,0.0,,1
191,ALL,18,11,7,0.5,0.5454545454545454,0.42857142857142855,-0.006836863503025271,-0.007683721732541892,-0.005506086285213442,0.0,0.0,0.0,11
192,CTSH,5,3,2,0.4,0.3333333333333333,0.5,0.007393557290440944,0.0012638551869335291,0.016588110445702065,0.0,0.0,0.0,5
193,GWW,5,1,4,0.4,1.0,0.25,-0.0038531664681896796,0.007841951255870424,-0.006776945899204705,0.0,0.0,0.0,5
194,KVUE,14,3,11,0.7142857142857143,0.6666666666666666,0.7272727272727273,0.00923663976704468,0.023870029937816922,0.0052457151750158835,0.0,0.0,0.0,5
195,PRU,2,1,1,0.5,0.0,1.0,-0.023418121576421824,-0.04901743497911182,0.0021811918262681714,0.0,0.0,0.0,2
196,FIS,15,8,7,0.6666666666666666,0.75,0.5714285714285714,0.01055000812495076,0.026345615026413978,-0.0075021140481500645,0.0,0.0,0.0,7
197,VRSK,2,1,1,0.5,0.0,1.0,0.0009266690675575729,-9.433325735665537e-05,0.0019476713924718011,0.0,0.0,0.0,2
198,IT,3,1,2,0.3333333333333333,1.0,0.0,-0.018312295398915185,0.014656192801953906,-0.03479653949934973,0.0,0.0,0.0,3
199,FAST,9,5,4,0.7777777777777778,0.8,0.75,0.016285145717929907,0.02011772885185109,0.011494416800528432,0.0,0.0,0.0,9
200,CSGP,9,3,6,0.5555555555555556,0.6666666666666666,0.5,-0.007947750648190477,-0.013598605404659278,-0.005122323269956078,0.0,0.0,0.0,9
201,URI,3,1,2,1.0,1.0,1.0,0.041568019489756795,0.043806721686128376,0.040448668391571005,0.0,0.0,0.0,3
202,FTNT,26,15,11,0.38461538461538464,0.5333333333333333,0.18181818181818182,-0.0001768360692054422,0.01210201327424593,-0.016920721537548217,0.0,0.0,0.0,19
203,COR,3,2,1,0.0,0.0,0.0,-0.026113438486581615,-0.020764150159091707,-0.03681201514156143,0.0,0.0,0.0,3
204,EA,9,7,2,0.4444444444444444,0.2857142857142857,1.0,0.001416881345528166,-0.005483269858309102,0.02556741055895861,0.0,0.0,0.0,4
205,HAL,12,5,7,0.4166666666666667,0.6,0.2857142857142857,-0.026323156438564647,0.001910006904080979,-0.04648970168331153,0.0,0.0,0.0,6
206,PPG,6,2,4,0.3333333333333333,0.5,0.25,-0.008626539152363213,-0.010075921871683782,-0.007901847792702928,0.0,0.0,0.0,1
207,XEL,6,5,1,0.5,0.6,0.0,0.0061986849899840135,0.015033215324841804,-0.03797396668430494,0.0,0.0,0.0,5
208,DD,11,5,6,0.36363636363636365,0.2,0.5,-0.007152221215282569,-0.01787393597720248,0.0017825410863173564,0.0,0.0,0.0,10
209,LEN,17,12,5,0.4117647058823529,0.4166666666666667,0.4,-0.0004828981342399379,0.0014179658661915395,-0.005044971735275481,0.0,0.0,0.0,17
210,CTVA,8,3,5,0.5,0.3333333333333333,0.6,-0.0019592195572115004,-0.011756876605586266,0.00391937467181336,0.0,0.0,0.0,8
211,KDP,1,0,1,0.0,,0.0,-0.014359734427279646,,-0.014359734427279646,0.0,,0.0,1
212,ROK,6,6,0,0.6666666666666666,0.6666666666666666,,0.009061386392131153,0.009061386392131153,,0.0,0.0,,6
213,CMI,8,5,3,0.625,0.6,0.6666666666666666,0.010955913028653695,0.007171261863099849,0.017263664971243438,0.0,0.0,0.0,8
214,ON,21,16,5,0.5714285714285714,0.5625,0.6,0.004688877094824248,-0.007518645889801559,0.04375295064562683,0.0,0.0,0.0,18
215,ED,4,4,0,0.5,0.5,,0.002568185070677525,0.002568185070677525,,0.0,0.0,,4
216,GPN,5,1,4,0.0,0.0,0.0,-0.046476914730090954,-0.0028820132149517588,-0.057375640108875754,0.0,0.0,0.0,5
217,EL,42,22,20,0.5476190476190477,0.4090909090909091,0.7,0.010066278028544423,0.00572550018505858,0.01484113365637885,0.0,0.0,0.0,40
218,ACGL,8,5,3,0.25,0.2,0.3333333333333333,-0.01115648379703184,-0.010845892528387963,-0.011674135911438307,0.0,0.0,0.0,7
219,DG,40,27,13,0.575,0.4444444444444444,0.8461538461538461,0.00013179620813948516,-0.006973118239812458,0.014888156984655055,0.0,0.0,0.0,37
220,IR,1,1,0,1.0,1.0,,0.00906342102598556,0.00906342102598556,,0.0,0.0,,1
221,KR,14,7,7,0.5,0.42857142857142855,0.5714285714285714,0.0044817621086362626,0.00852576856452118,0.00043775565275134637,0.0,0.0,0.0,13
222,DVN,8,6,2,0.625,0.6666666666666666,0.5,0.0028235233071796564,-0.0010642171161158586,0.014486744577066203,0.0,0.0,0.0,0
223,MLM,1,1,0,1.0,1.0,,0.0010657839621853189,0.0010657839621853189,,0.0,0.0,,1
224,VMC,3,2,1,0.3333333333333333,0.0,1.0,-0.01334894334192003,-0.027241297079552702,0.014435764133345314,0.0,0.0,0.0,3
225,CDW,7,6,1,0.5714285714285714,0.6666666666666666,0.0,0.0003371962457412403,0.006754369639223728,-0.03816584411515369,0.0,0.0,0.0,7
226,EXR,7,4,3,0.5714285714285714,0.5,0.6666666666666666,0.006532250736796885,0.0032266929108583564,0.010939661171381591,0.0,0.0,0.0,7
227,KHC,4,2,2,0.5,1.0,0.0,-0.018844700868312667,0.029482511641025694,-0.06717191337765104,0.0,0.0,0.0,2
228,FICO,10,5,5,0.6,0.8,0.4,0.003160235098797366,0.021491074306246173,-0.015170604108651443,0.0,0.0,0.0,5
229,PWR,7,1,6,0.7142857142857143,0.0,0.8333333333333334,0.02141061783788767,-0.007117076043671101,0.02616523348481413,0.0,0.0,0.0,7
230,FANG,9,5,4,0.4444444444444444,0.4,0.5,-0.011258618515662126,-0.01772397007746513,-0.00317692906340837,0.0,0.0,0.0,6
231,CAH,4,4,0,0.25,0.25,,-0.011709171552883422,-0.011709171552883422,,0.0,0.0,,4
232,EFX,12,12,0,0.4166666666666667,0.4166666666666667,,-0.005687434073213741,-0.005687434073213741,,0.0,0.0,,12
233,GEHC,22,13,9,0.6818181818181818,0.6923076923076923,0.6666666666666666,-0.00300075470214986,0.002097478022691693,-0.0103648686380321,0.0,0.0,0.0,11
234,SBAC,5,5,0,0.4,0.4,,-0.0075719903018615945,-0.0075719903018615945,,0.0,0.0,,2
235,WEC,1,0,1,0.0,,0.0,-0.008075550950472287,,-0.008075550950472287,0.0,,0.0,0
236,MPWR,21,11,10,0.47619047619047616,0.5454545454545454,0.4,0.0010728437017835106,0.01275335161726927,-0.01177571500525082,0.0,0.0,0.0,18
237,MRNA,122,64,58,0.4344262295081967,0.359375,0.5172413793103449,-0.00898665097430966,-0.010615887380379288,-0.007188872871060407,0.0,0.0,0.0,94
238,DLTR,38,34,4,0.4473684210526316,0.4411764705882353,0.5,-0.005528443894212537,-0.00870932049416874,0.02150900720541518,0.0,0.0,0.0,33
239,RCL,11,4,7,0.7272727272727273,0.5,0.8571428571428571,0.011477517583603845,0.01702771215500288,0.008305977828518685,0.0,0.0,0.0,8
240,WST,27,18,9,0.5925925925925926,0.5555555555555556,0.6666666666666666,0.007434422438906485,0.010397732584508091,0.0015078021477032799,0.0,0.0,0.0,17
241,WTW,4,2,2,0.5,1.0,0.0,-0.0008555852296405955,0.016299071226913306,-0.018010241686194497,0.0,0.0,0.0,4
242,ANSS,6,1,5,0.5,1.0,0.4,0.004102920879485107,0.0243809658110242,4.7311893177287565e-05,0.0,0.0,0.0,6
243,HPQ,13,12,1,0.6153846153846154,0.5833333333333334,1.0,0.00203118739788737,-0.0025855096287688765,0.057431551717762326,0.0,0.0,0.0,13
244,XYL,6,5,1,0.5,0.6,0.0,-0.0037116420948730285,0.004466959371995026,-0.0446046494292133,0.0,0.0,0.0,1
245,WBD,29,18,11,0.3793103448275862,0.4444444444444444,0.2727272727272727,-0.01189584246975039,0.0018804076295949894,-0.034438797177770104,0.0,0.0,0.0,20
246,TTWO,17,8,9,0.5882352941176471,0.625,0.5555555555555556,0.004681040019281886,0.005002947263846736,0.004394900246335352,0.0,0.0,0.0,12
247,ZBH,4,3,1,0.25,0.0,1.0,-0.010120721964302283,-0.030993258863298002,0.05249688873268489,0.0,0.0,0.0,4
248,KEYS,26,16,10,0.6153846153846154,0.5625,0.7,0.003588355598716767,0.0021179865842895764,0.005940946021800271,0.0,0.0,0.0,21
249,DAL,24,14,10,0.2916666666666667,0.2857142857142857,0.3,-0.010912215282421305,-0.007803430020728114,-0.015264514648791768,0.0,0.0,0.0,14
250,FTV,4,3,1,0.5,0.6666666666666666,0.0,-0.010962654611113041,0.015288757264292607,-0.08971689023732998,0.0,0.0,0.0,4
251,MTD,12,6,6,0.5,0.5,0.5,0.00048643947133278207,0.0011444344683313277,-0.0001715555256657618,0.0,0.0,0.0,12
252,DFS,33,23,10,0.48484848484848486,0.5217391304347826,0.4,0.004684019934833582,0.008163108004502704,-0.003317882625405401,0.0,0.0,0.0,27
253,HIG,4,4,0,1.0,1.0,,0.01983765377490284,0.01983765377490284,,0.0,0.0,,4
254,APTV,29,18,11,0.4482758620689655,0.5555555555555556,0.2727272727272727,-0.0025864595522125415,0.00017249801761547048,-0.00710111739374929,0.0,0.0,0.0,29
255,STT,17,10,7,0.7058823529411765,0.7,0.7142857142857143,0.013894419354055951,0.012786587672634093,0.015477036041801468,0.0,0.0,0.0,14
256,ULTA,36,21,15,0.5,0.38095238095238093,0.6666666666666666,0.0001769653906775979,-0.00024237283735921235,0.0007640389099291332,0.0,0.0,0.0,36
257,RMD,34,15,19,0.38235294117647056,0.4,0.3684210526315789,-0.00841616400772263,-0.011462348375581436,-0.006011281612044627,0.0,0.0,0.0,33
258,CHD,3,3,0,0.6666666666666666,0.6666666666666666,,0.0030522507630518915,0.0030522507630518915,,0.0,0.0,,3
259,BR,1,1,0,1.0,1.0,,0.01259527338160295,0.01259527338160295,,0.0,0.0,,1
260,TROW,2,0,2,1.0,,1.0,0.08002954364375614,,0.08002954364375614,0.0,,0.0,1
261,TSCO,8,2,6,0.75,1.0,0.6666666666666666,0.0086390267562744,0.025292500596770844,0.003087868809442251,0.0,0.0,0.0,3
262,DTE,1,1,0,0.0,0.0,,-0.09818806041865259,-0.09818806041865259,,0.0,0.0,,0
263,EBAY,5,4,1,0.8,0.75,1.0,0.01909097521177958,0.01698851740413361,0.02750080644236345,0.0,0.0,0.0,5
264,GLW,11,2,9,0.6363636363636364,0.5,0.6666666666666666,0.003876890788658204,-0.015093524162449452,0.008092538555571018,0.0,0.0,0.0,11
265,MTB,18,12,6,0.3333333333333333,0.4166666666666667,0.16666666666666666,-0.016790999999754898,-0.013555454974510115,-0.02326209005024445,0.0,0.0,0.0,8
266,HPE,39,22,17,0.46153846153846156,0.5909090909090909,0.29411764705882354,0.0017873270878969443,0.010026473994756736,-0.008875098320980436,0.0,0.0,0.0,36
267,ETR,1,1,0,1.0,1.0,,0.009327648378234165,0.009327648378234165,,0.0,0.0,,1
268,WAB,4,1,3,0.5,1.0,0.3333333333333333,-0.004190893375146437,0.007425341066156885,-0.008062971522247544,0.0,0.0,0.0,4
269,ES,8,7,1,0.5,0.5714285714285714,0.0,-0.002440578875297264,-0.0010194804418569268,-0.012388267909379629,0.0,0.0,0.0,8
270,MOH,24,15,9,0.4583333333333333,0.4666666666666667,0.4444444444444444,-0.007568803568814775,-0.0011680167048066495,-0.018236781675494983,0.0,0.0,0.0,21
271,FITB,4,1,3,0.25,1.0,0.0,0.00910845130807799,0.09662698794522928,-0.020064394237639106,0.0,0.0,0.0,3
272,HWM,12,3,9,0.3333333333333333,0.3333333333333333,0.3333333333333333,-0.0036390696027813214,-0.015726857081173332,0.0003901928900160154,0.0,0.0,0.0,12
273,NVR,1,1,0,0.0,0.0,,-0.04054099273490867,-0.04054099273490867,,0.0,0.0,,1
274,AEE,3,3,0,0.3333333333333333,0.3333333333333333,,0.00902709052183707,0.00902709052183707,,0.0,0.0,,3
275,RJF,1,1,0,0.0,0.0,,-0.0035412851144358106,-0.0035412851144358106,,0.0,0.0,,1
276,STE,8,4,4,0.375,0.5,0.25,-0.008474591354034014,-0.003024209994015002,-0.013924972714053028,0.0,0.0,0.0,5
277,PHM,8,5,3,0.5,0.8,0.0,0.0016693231962753396,0.014922735708128196,-0.020419697656812754,0.0,0.0,0.0,7
278,CTRA,3,2,1,1.0,1.0,1.0,0.04050793123924731,0.057239963710421976,0.0070438662968979856,0.0,0.0,0.0,1
279,IFF,18,16,2,0.5,0.5625,0.0,0.005362863058289354,0.0065031545297617975,-0.0037594687134901933,0.0,0.0,0.0,13
280,INVH,4,4,0,0.5,0.5,,0.017896899592182165,0.017896899592182165,,0.0,0.0,,1
281,VRSN,1,1,0,0.0,0.0,,-0.008403362633948789,-0.008403362633948789,,0.0,0.0,,1
282,LH,1,0,1,0.0,,0.0,-0.028466546698390317,,-0.028466546698390317,0.0,,0.0,1
283,DRI,19,14,5,0.5263157894736842,0.42857142857142855,0.8,0.005045797406840574,0.0003851100636525189,0.01809572196776713,0.0,0.0,0.0,15
284,NTAP,19,8,11,0.5263157894736842,0.375,0.6363636363636364,-0.0007454770739394035,-0.010335835230397685,0.006229328858030256,0.0,0.0,0.0,14
285,TDY,5,3,2,0.8,1.0,0.5,0.024569935459828433,0.041631747045910335,-0.0010227819192944257,0.0,0.0,0.0,5
286,EXPE,26,15,11,0.5384615384615384,0.5333333333333333,0.5454545454545454,-0.0017690926077369115,0.006431787080605658,-0.012952110364567688,0.0,0.0,0.0,25
287,IRM,1,0,1,1.0,,1.0,0.051832202151267735,,0.051832202151267735,0.0,,0.0,1
288,CBOE,4,3,1,1.0,1.0,1.0,0.017340292194099573,0.0195841670228208,0.010608667707935898,0.0,0.0,0.0,3
